,timestep,Node,flow
2443,1,node_8375,13848
2444,1,node_8378,6174
2445,1,node_8381,7410
2446,1,node_8384,1414
2447,1,node_8388,8812
2448,1,node_8390,16887
2449,1,node_8400,10543
2450,1,node_8401,1719
2451,1,node_8403,307
2452,1,node_8406,3558
2453,1,node_8408,7466
2454,1,node_8409,10093
2455,1,node_8411,4416
2456,1,node_8412,4888
2457,1,node_8415,3198
2458,1,node_8418,13858
2459,1,node_8420,6462
2460,1,node_8431,10598
2461,1,node_8433,3441
2462,1,node_8434,1551
2463,1,node_8435,58
2464,1,node_8436,26029
2465,1,node_8438,1623
2466,1,node_8439,11251
2467,1,node_8440,191
2468,1,node_8442,1664
2469,1,node_8443,2761
2470,1,node_8446,24069
2471,1,node_8448,515
2472,1,node_8449,7674
2473,1,node_8450,6567
2474,1,node_8451,231
2475,1,node_8452,8802
2476,1,node_8454,16602
2477,1,node_8456,36061
2478,1,node_8458,31916
2479,1,node_8460,4472
2480,1,node_8462,6321
2481,1,node_8465,13146
2482,1,node_8467,21246
2483,1,node_8468,10706
2484,1,node_8469,12555
2485,1,node_8474,2768
2486,1,node_8484,2329
2487,1,node_8487,22646
2488,1,node_8499,136
2489,1,node_8505,7907
2490,1,node_8521,11463
2491,1,node_8523,4407
2492,1,node_8525,6574
2493,1,node_8529,15044
2494,1,node_8537,5087
2495,1,node_8546,7485
2496,1,node_8548,5685
2497,1,node_8551,8461
2498,1,node_8553,8357
2499,1,node_8561,1458
2500,1,node_8562,7528
2501,1,node_8563,3277
2502,1,node_8566,2852
2503,1,node_8573,4811
2504,1,node_8595,1782
2505,1,node_8597,5898
2506,1,node_8599,38232
2507,1,node_8600,3099
2508,1,node_8601,16474
2509,1,node_8604,11201
2510,1,node_8607,11212
2511,1,node_8610,2119
2512,1,node_8615,11284
2513,1,node_8625,6833
2514,1,node_8627,2794
2515,1,node_8628,4900
2516,1,node_8631,7029
2517,1,node_8633,9714
2518,1,node_8635,5575
2519,1,node_8637,4436
2520,1,node_8639,4397
2521,1,node_8641,29471
2522,1,node_8642,17314
2523,1,node_8646,1618
2524,1,node_8651,2931
2525,1,node_8656,512
2526,1,node_8657,1679
2527,1,node_8658,2518
2528,1,node_8662,5281
2529,1,node_8664,21744
2530,1,node_8665,8531
2531,1,node_8667,8450
2532,1,node_8670,9995
2533,1,node_8673,4036
2534,1,node_8676,9
2535,1,node_8678,6112
2536,1,node_8680,4813
2537,1,node_8681,7345
2538,1,node_8686,4115
2539,1,node_8690,1085
2540,1,node_8694,7212
2541,1,node_8696,29789
2542,1,node_8700,3293
2543,1,node_8701,11460
2544,1,node_8703,11050
2545,1,node_8705,2801
2546,1,node_8707,7633
2547,1,node_8712,393
2548,1,node_8714,14891
2549,1,node_8716,15
2550,1,node_8722,1666
2551,1,node_8724,10530
2552,1,node_8727,6151
2553,1,node_8729,3877
2554,1,node_8731,1533
2555,1,node_8733,6807
2556,1,node_8735,8957
2557,1,node_8737,2121
2558,1,node_8739,2217
2559,1,node_8748,3711
2560,1,node_8752,7377
2561,1,node_8778,8479
2562,1,node_8789,6606
2563,1,node_8793,8102
2564,1,node_8795,4683
2565,1,node_8799,7450
2566,1,node_8801,6530
2567,1,node_8807,8802
2568,1,node_8809,3758
2569,1,node_8810,9922
2570,1,node_8811,8211
2571,1,node_8813,22653
2572,1,node_8816,2550
2573,1,node_8820,2792
2574,1,node_8822,2240
2575,1,node_8824,6886
2576,1,node_8825,8901
2577,1,node_8831,15102
2578,1,node_8849,15391
2579,1,node_8851,14346
2580,1,node_8858,4622
2581,1,node_8861,3413
2582,1,node_8863,1210
2583,1,node_8865,2164
2584,1,node_8867,2160
2585,1,node_8870,3803
2586,1,node_8874,3560
2587,1,node_8880,8260
2588,1,node_8889,1245
2589,1,node_8902,8444
2590,1,node_8903,14792
2591,1,node_8914,2336
2592,1,node_8916,7707
2593,1,node_8918,1757
2594,1,node_8923,36347
2595,1,node_8926,616
2596,1,node_8927,3021
2597,1,node_8928,3054
2598,1,node_8930,4856
2599,1,node_8932,3846
2600,1,node_8933,27388
2601,1,node_8934,4687
2602,1,node_8935,3239
2603,1,node_8938,6205
2604,1,node_8941,9181
2605,1,node_8942,6856
2606,1,node_8944,5468
2607,1,node_8945,22932
2608,1,node_8948,4932
2609,1,node_8949,3586
2610,1,node_8951,3255
2611,1,node_8953,2474
2612,1,node_8955,4361
2613,1,node_8956,3496
2614,1,node_8957,7897
2615,1,node_8960,8537
2616,1,node_8962,2879
2617,1,node_8966,4828
2618,1,node_8969,4009
2619,1,node_8972,6135
2620,1,node_8979,3002
2621,1,node_8980,5550
2622,1,node_8982,12557
2623,1,node_8983,2989
2624,1,node_8987,36176
2625,1,node_8988,2856
2626,1,node_8991,1233
2627,1,node_8992,7107
2628,1,node_8993,24733
2629,1,node_8995,11869
2630,1,node_8997,985
2631,1,node_9001,30020
2632,1,node_9003,4609
2633,1,node_9005,2565
2634,1,node_9007,7774
2635,1,node_9009,16175
2636,1,node_9010,421
2637,1,node_9012,30605
2638,1,node_9013,1743
2639,1,node_9016,14368
2640,1,node_9017,17135
2641,1,node_9018,8730
2642,1,node_9019,20364
2643,1,node_9020,11116
2644,1,node_9021,2628
2645,1,node_9025,13281
2646,1,node_9026,11347
2647,1,node_9028,6399
2648,1,node_9031,2008
2649,1,node_9033,8118
2650,1,node_9034,3777
2651,1,node_9036,12366
2652,1,node_9037,82
2653,1,node_9041,4983
2654,1,node_9044,4398
2655,1,node_9046,6462
2656,1,node_9048,4331
2657,1,node_9053,30690
2658,1,node_9054,17509
2659,1,node_9055,15680
2660,1,node_9057,6219
2661,1,node_9059,3222
2662,1,node_9062,12580
2663,1,node_9064,15907
2664,1,node_9068,5744
2665,1,node_9072,5858
2666,1,node_9074,5454
2667,1,node_9077,9964
2668,1,node_9080,10272
2669,1,node_9088,6379
2670,1,node_9091,9625
2671,1,node_9093,2928
2672,1,node_9095,628
2673,1,node_9098,1824
2674,1,node_9101,4400
2675,1,node_9109,16828
2676,1,node_9110,4861
2677,1,node_9113,4950
2678,1,node_9114,648
2679,1,node_9116,1315
2680,1,node_9118,10387
2681,1,node_9119,4327
2682,1,node_9121,10057
2683,1,node_9124,6926
2684,1,node_9127,3199
2685,1,node_9130,31973
2686,1,node_9131,28473
2687,1,node_9135,4216
2688,1,node_9139,6824
2689,1,node_9144,6196
2690,1,node_9147,7626
2691,1,node_9148,8505
2692,1,node_9151,8344
2693,1,node_9155,9081
2694,1,node_9157,5416
2695,1,node_9161,2209
2696,1,node_9162,4531
2697,1,node_9163,53104
2698,1,node_9166,31912
2699,1,node_9168,5755
2700,1,node_9170,1997
2701,1,node_9173,6721
2702,1,node_9176,5140
2703,1,node_9181,1943
2704,1,node_9182,2593
2705,1,node_9184,14190
2706,1,node_9188,2960
2707,1,node_9190,1507
2708,1,node_9200,4574
2709,1,node_9203,8537
2710,1,node_9204,2387
2711,1,node_9206,3318
2712,1,node_9208,3
2713,1,node_9212,33872
2714,1,node_9215,5460
2715,1,node_9216,6128
2716,1,node_9217,4657
2717,1,node_9218,3200
2718,1,node_9219,3185
2719,1,node_9221,1044
2720,1,node_9222,727
2721,1,node_9227,2485
2722,1,node_9235,795
2723,1,node_9239,6156
2724,1,node_9242,16797
2725,1,node_9246,4746
2726,1,node_9247,386
2727,1,node_9249,4186
2728,1,node_9250,5101
2729,1,node_9253,12565
2730,1,node_9256,12186
2731,1,node_9257,11159
2732,1,node_9261,15411
2733,1,node_9264,18707
2734,1,node_9267,20389
2735,1,node_9268,1029
2736,1,node_9271,341
2737,1,node_9279,4937
2738,1,node_9282,1329
2739,1,node_9284,1106
2740,1,node_9291,1409
2741,1,node_9292,5748
2742,1,node_9299,9184
2743,1,node_9302,4722
2744,1,node_9309,1133
2745,1,node_9311,9135
2746,1,node_9313,8150
2747,1,node_9314,2493
2748,1,node_9317,83
2749,1,node_9320,8691
2750,1,node_9322,2240
2751,1,node_9324,1826
2752,1,node_9326,179
2753,1,node_9330,46
2754,1,node_9331,37837
2755,1,node_9333,9327
2756,1,node_9334,7876
2757,1,node_9335,17094
2758,1,node_9339,4001
2759,1,node_9342,5621
2760,1,node_9348,1907
2761,1,node_9349,999
2762,1,node_9357,833
2763,1,node_9358,2122
2764,1,node_9363,7437
2765,1,node_9365,1020
2766,1,node_9366,2560
2767,1,node_9367,5304
2768,1,node_9370,1992
2769,1,node_9372,741
2770,1,node_9375,2451
2771,1,node_9381,5119
2772,1,node_9383,1980
2773,1,node_9386,774
2774,1,node_9389,11857
2775,1,node_9392,17000
2776,1,node_9395,23733
2777,1,node_9396,5207
2778,1,node_9398,4607
2779,1,node_9399,18850
2780,1,node_9400,11445
2781,1,node_9403,13483
2782,1,node_9405,883
2783,1,node_9407,672
2784,1,node_9409,3877
2785,1,node_9418,16693
2786,1,node_9421,3267
2787,1,node_9423,9757
2788,1,node_9427,19719
2789,1,node_9429,5870
2790,1,node_9431,3033
2791,1,node_9434,28193
2792,1,node_9439,12745
2793,1,node_9443,14686
2794,1,node_9445,6659
2795,1,node_9454,9177
2796,1,node_9455,6370
2797,1,node_9456,8730
2798,1,node_9457,0
2799,1,node_9458,6148
2800,1,node_9459,4036
2801,1,node_9461,14503
2802,1,node_9462,1946
2803,1,node_9463,7247
2804,1,node_9464,10381
2805,1,node_9465,1216
2806,1,node_9476,3688
2807,1,node_9478,4132
2808,1,node_9485,10455
2809,1,node_9487,21176
2810,1,node_9490,26006
2811,1,node_9493,6548
2812,1,node_9494,1978
2813,1,node_9502,770
2814,1,node_9510,4428
2815,1,node_9516,5618
2816,1,node_9521,718
2817,1,node_9524,19401
2818,1,node_9543,18024
2819,1,node_9550,1133
2820,1,node_9552,22521
2821,1,node_9554,593
2822,1,node_9557,8258
2823,1,node_9559,3328
2824,1,node_9561,23618
2825,1,node_9569,36481
2826,1,node_9571,16214
2827,1,node_9575,2928
2828,1,node_9577,1863
2829,1,node_9581,5843
2830,1,node_9585,16170
2831,1,node_9592,35495
2832,1,node_9597,481
2833,1,node_9601,0
2834,1,node_9604,50930
2835,1,node_9607,12772
2836,1,node_9609,2901
2837,1,node_9610,1770
2838,1,node_9611,4019
2839,1,node_9613,1807
2840,1,node_9616,1635
2841,1,node_9617,3904
2842,1,node_9623,19631
2843,1,node_9626,91
2844,1,node_9630,210
2845,1,node_9632,592
2846,1,node_9636,5154
2847,1,node_9638,3408
2848,1,node_9644,5371
2849,1,node_9647,2485
2850,1,node_9650,377
2851,1,node_9653,806
2852,1,node_9659,1376
2853,1,node_9661,1777
2854,1,node_9670,8704
2855,1,node_9672,3792
2856,1,node_9678,1399
2857,1,node_9681,10906
2858,1,node_9686,1220
2859,1,node_9688,12109
2860,1,node_9690,6959
2861,1,node_9695,2739
2862,1,node_9699,618
2863,1,node_9702,732
2864,1,node_9708,11696
2865,1,node_9709,10277
2866,1,node_9712,5954
2867,1,node_9714,1896
2868,1,node_9716,21700
2869,1,node_9726,34524
2870,1,node_9729,713
2871,1,node_9731,4110
2872,1,node_9734,7142
2873,1,node_9743,16238
2874,1,node_9746,892
2875,1,node_9747,3331
2876,1,node_9752,23573
2877,1,node_9754,27813
2878,1,node_9757,17134
2879,1,node_9766,12445
2880,1,node_9772,11081
2881,1,node_9773,13028
2882,1,node_9774,32308
2883,1,node_9784,17473
2884,1,node_9786,5112
2885,1,node_9792,5482
2886,1,node_9810,12609
2887,1,node_9815,2542
2888,1,node_9817,710
2889,1,node_9822,6687
2890,1,node_9828,11221
2891,1,node_9830,15058
2892,1,node_9833,1480
2893,1,node_9837,19281
2894,1,node_9842,5293
2895,1,node_9843,14600
2896,1,node_9850,4982
2897,1,node_9853,310
2898,1,node_9861,13853
2899,1,node_9870,8246
2900,1,node_9871,22998
2901,1,node_9873,7153
2902,1,node_9876,307
2903,1,node_9880,12250
2904,1,node_9883,309
2905,1,node_9889,3882
2906,1,node_9890,731
2907,1,node_9892,1
2908,1,node_9894,13182
2909,1,node_9897,3776
2910,1,node_9900,1993
2911,1,node_9904,2804
2912,1,node_9910,347
2913,1,node_9911,1210
2914,1,node_9915,661
2915,1,node_9922,7449
2916,1,node_9924,470
2917,1,node_9925,26502
2918,1,node_9930,7899
2919,1,node_9937,59676
2920,1,node_9946,10832
2921,1,node_9947,27053
2922,1,node_9949,1503
2923,1,node_9951,8246
2924,1,node_9962,7
2925,1,node_9964,1948
2926,1,node_9972,7068
2927,1,node_9973,13081
2928,1,node_9978,4817
2929,1,node_9980,18877
2930,1,node_9982,5344
2931,1,node_9984,7134
2932,1,node_9988,186
2933,1,node_9990,3889
2934,1,node_9997,1135
2935,1,node_10004,18367
2936,1,node_10009,2073
2937,1,node_10012,6136
2938,1,node_10014,8642
2939,1,node_10019,3575
2940,1,node_10022,6778
2941,1,node_10024,641
2942,1,node_10026,2514
2943,1,node_10035,2077
2944,1,node_10039,3655
2945,1,node_10041,3390
2946,1,node_10045,4620
2947,1,node_10048,7438
2948,1,node_10053,3592
2949,1,node_10056,391
2950,1,node_10057,2892
2951,1,node_10058,227
2952,1,node_10061,7728
2953,1,node_10064,3056
2954,1,node_10066,1000
2955,1,node_10067,8655
2956,1,node_10073,11859
2957,1,node_10074,42987
2958,1,node_10080,5600
2959,1,node_10082,10102
2960,1,node_10084,1712
2961,1,node_10085,3170
2962,1,node_10087,12730
2963,1,node_10091,226
2964,1,node_10094,6423
2965,1,node_10097,1883
2966,1,node_10099,815
2967,1,node_10101,12263
2968,1,node_10103,34445
2969,1,node_10104,7400
2970,1,node_10105,2018
2971,1,node_10106,295
2972,1,node_10107,16050
2973,1,node_10108,3576
2974,1,node_10109,6827
2975,1,node_10110,5730
2976,1,node_10111,4184
2977,1,node_10112,1464
2978,1,node_10113,6209
2979,1,node_10114,6343
2980,1,node_10115,576
2981,1,node_10116,9287
2982,1,node_10118,889
2983,1,node_10120,12887
2984,1,node_10121,9930
2985,1,node_10122,7648
2986,1,node_10123,7936
2987,1,node_10124,5978
2988,1,node_10126,4546
2989,1,node_10127,8631
2990,1,node_10128,2493
2991,1,node_10129,845
2992,1,node_10130,15542
2993,1,node_10131,250
2994,1,node_10133,8145
2995,1,node_10134,7416
2996,1,node_10135,20977
2997,1,node_10136,14673
2998,1,node_10137,32471
2999,1,node_10138,13034
3000,1,node_10147,5272
3001,1,node_10156,654
3002,1,node_10161,17580
3003,1,node_10164,18797
3004,1,node_10168,33787
3005,1,node_10173,6647
3006,1,node_10176,794
3007,1,node_10180,19187
3008,1,node_10182,8110
3009,1,node_10183,10795
3010,1,node_10184,10504
3011,1,node_10186,5854
3012,1,node_10190,914
3013,1,node_10192,15744
3014,1,node_10194,15900
3015,1,node_63,800000
3016,1,node_5560,1777
3017,1,node_5639,1312
3018,1,node_5658,12925
3019,1,node_6117,5494
3020,1,node_6281,2656
3021,1,node_6362,6316
3022,1,node_6627,64741
3023,1,node_6809,7799
3024,1,node_6939,18479
3025,1,node_10199,7026
3026,1,node_10203,45751
3027,1,node_10207,26467
3028,1,node_10213,491
3029,1,node_10224,626
3030,1,node_10226,8676
3031,1,node_10233,26395
3032,1,node_10241,10927
3033,1,node_10248,7688
3034,1,node_10251,1898
3035,1,node_10252,2291
3036,1,node_10254,1434
3037,1,node_10258,402
3038,1,node_10260,8375
3039,1,node_10263,11446
3040,1,node_10269,7450
3041,1,node_10270,83587
3042,1,node_10274,5781
3043,1,node_10283,9816
3044,1,node_10285,12911
3045,1,node_10287,15626
3046,1,node_10289,45954
3047,1,node_10297,15352
3048,1,node_10299,12517
3049,1,node_10301,7401
3050,1,node_10303,7859
3051,1,node_10305,24123
3052,1,node_10307,3761
3053,1,node_10308,15637
3054,1,node_10314,70
3055,1,node_10316,30008
3056,1,node_10322,6238
3057,1,node_10324,20988
3058,1,node_10326,6582
3059,1,node_10327,56115
3060,1,node_10329,1694
3061,1,node_10332,1726
3062,1,node_10336,9883
3063,1,node_10339,11337
3064,1,node_10343,13260
3065,1,node_10346,9948
3066,1,node_10356,19404
3067,1,node_10362,10920
3068,1,node_10364,7210
3069,1,node_10368,9745
3070,1,node_10371,1520
3071,1,node_10375,1700
3072,1,node_10377,996
3073,1,node_10380,10119
3074,1,node_10389,5619
3075,1,node_10390,244
3076,1,node_10392,1371
3077,1,node_10393,5358
3078,1,node_10397,12529
3079,1,node_10402,3209
3080,1,node_10405,770
3081,1,node_10406,7254
3082,1,node_10413,3156
3083,1,node_10417,10917
3084,1,node_10421,1484
3085,1,node_10425,3960
3086,1,node_10426,10421
3087,1,node_10429,5715
3088,1,node_10431,2430
3089,1,node_10432,7084
3090,1,node_10435,3397
3091,1,node_10440,4341
3092,1,node_10442,4876
3093,1,node_10444,2656
3094,1,node_10445,14562
3095,1,node_10449,16230
3096,1,node_10458,4832
3097,1,node_10461,52154
3098,1,node_10465,37324
3099,1,node_10468,15711
3100,1,node_10476,5540
3101,1,node_10479,156
3102,1,node_10485,42397
3103,1,node_10491,665
3104,1,node_10498,36697
3105,1,node_10506,1314
3106,1,node_10510,12434
3107,1,node_10513,364
3108,1,node_10516,16786
3109,1,node_10528,11853
3110,1,node_10532,46222
3111,1,node_10547,10687
3112,1,node_10551,3437
3113,1,node_10554,6848
3114,1,node_10558,4238
3115,1,node_10560,4245
3116,1,node_10564,9875
3117,1,node_10569,10778
3118,1,node_10571,7080
3119,1,node_10572,20354
3120,1,node_10574,15635
3121,1,node_10576,3341
3122,1,node_10583,24674
3123,1,node_10590,12922
3124,1,node_10592,29154
3125,1,node_10594,8318
3126,1,node_10597,650
3127,1,node_10599,15454
3128,1,node_10604,8040
3129,1,node_10607,58103
3130,1,node_10609,5636
3131,1,node_10611,0
3132,1,node_10616,49593
3133,1,node_10623,25251
3134,1,node_10630,96272
3135,1,node_10643,44720
3136,1,node_10644,92942
3137,1,node_10653,14117
3138,1,node_10657,15800
3139,1,node_10659,65
3140,1,node_10668,11572
3141,1,node_10669,10426
3142,1,node_10674,15328
3143,1,node_10681,8286
3144,1,node_10685,3478
3145,1,node_10687,53383
3146,1,node_10689,14159
3147,1,node_10700,3928
3148,1,node_10701,59707
3149,1,node_10704,10268
3150,1,node_10710,6428
3151,1,node_10723,5117
3152,1,node_10727,10562
3153,1,node_10736,14849
3154,1,node_10737,14117
3155,1,node_10738,5077
3156,1,node_10740,4325
3157,1,node_10741,22165
3158,1,node_10743,11969
3159,1,node_10746,1459
3160,1,node_10749,6240
3161,1,node_10754,9995
3162,1,node_10755,7029
3163,1,node_10760,16558
3164,1,node_10769,29774
3165,1,node_10779,15691
3166,1,node_10793,54561
3167,1,node_10799,22934
3168,1,node_10808,3956
3169,1,node_10810,5760
3170,1,node_10814,3650
3171,1,node_10816,12104
3172,1,node_10821,6213
3173,1,node_10822,2694
3174,1,node_10823,6471
3175,1,node_10830,8509
3176,1,node_10833,810
3177,1,node_10835,11278
3178,1,node_10844,2836
3179,1,node_10847,1098
3180,1,node_10851,2731
3181,1,node_10852,6917
3182,1,node_10854,1498
3183,1,node_10857,1937
3184,1,node_10859,3414
3185,1,node_10864,14458
3186,1,node_10869,3170
3187,1,node_10870,10989
3188,1,node_10873,11087
3189,1,node_10875,28405
3190,1,node_10881,15850
3191,1,node_10882,40866
3192,1,node_10886,119
3193,1,node_10887,47055
3194,1,node_10891,1193
3195,1,node_10893,72506
3196,1,node_10894,40475
3197,1,node_10895,2552
3198,1,node_10896,343
3199,1,node_10899,200
3200,1,node_10900,23155
3201,1,node_10902,9944
3202,1,node_10905,33196
3203,1,node_10912,34159
3204,1,node_10915,4075
3205,1,node_10917,3759
3206,1,node_10918,32597
3207,1,node_10920,4908
3208,1,node_10924,26683
3209,1,node_10926,61520
3210,1,node_10928,18278
3211,1,node_10930,60171
3212,1,node_10932,15596
3213,1,node_10934,37603
3214,1,node_10936,8837
3215,1,node_10955,2221
3216,1,node_10961,10477
3217,1,node_10965,6478
3218,1,node_10972,47592
3219,1,node_10982,61041
3220,1,node_10984,20710
3221,1,node_10989,117591
3222,1,node_10992,2442
3223,1,node_10996,4
3224,1,node_10998,1660
3225,1,node_11000,19797
3226,1,node_11005,429
3227,1,node_11007,451
3228,1,node_11011,1720
3229,1,node_11018,924
3230,1,node_11021,93706
3231,1,node_11022,2904
3232,1,node_11024,77
3233,1,node_11025,26509
3234,1,node_11035,7942
3235,1,node_11038,130
3236,1,node_11048,3827
3237,1,node_11051,41
3238,1,node_11064,17988
3239,1,node_11067,1632
3240,1,node_11069,6604
3241,1,node_11073,5992
3242,1,node_11074,4706
3243,1,node_11076,805
3244,1,node_11077,3506
3245,1,node_11079,7389
3246,1,node_11081,331
3247,1,node_11086,3301
3248,1,node_11098,11341
3249,1,node_11101,18579
3250,1,node_11110,55533
3251,1,node_11111,15712
3252,1,node_11119,49760
3253,1,node_11123,21856
3254,1,node_11124,12990
3255,1,node_11130,20820
3256,1,node_11133,15587
3257,1,node_11135,63328
3258,1,node_11138,26062
3259,1,node_11141,28612
3260,1,node_11142,13166
3261,1,node_11150,6504
3262,1,node_11154,13
3263,1,node_11172,7514
3264,1,node_11178,4043
3265,1,node_11185,9996
3266,1,node_11189,25899
3267,1,node_11197,9072
3268,1,node_11211,14707
3269,1,node_11216,29658
3270,1,node_11220,18287
3271,1,node_11221,12276
3272,1,node_11223,10626
3273,1,node_11226,14189
3274,1,node_11227,4690
3275,1,node_11238,2937
3276,1,node_11241,11195
3277,1,node_11242,15541
3278,1,node_11251,16857
3279,1,node_11252,18227
3280,1,node_11253,19489
3281,1,node_11255,16761
3282,1,node_11256,49
3283,1,node_11257,129
3284,1,node_11264,10354
3285,1,node_11266,13240
3286,1,node_11267,6175
3287,1,node_11271,5713
3288,1,node_11273,11361
3289,1,node_11303,26640
3290,1,node_11311,1115
3291,1,node_11321,24324
3292,1,node_11330,4564
3293,1,node_11335,11137
3294,1,node_11340,18222
3295,1,node_11341,40793
3296,1,node_11342,37391
3297,1,node_11345,5112
3298,1,node_11350,53514
3299,1,node_11354,35675
3300,1,node_11359,13163
3301,1,node_11360,17144
3302,1,node_11362,9836
3303,1,node_11368,59428
3304,1,node_11369,54549
3305,1,node_11373,27034
3306,1,node_11379,248
3307,1,node_11382,8929
3308,1,node_11383,946
3309,1,node_11386,1415
3310,1,node_11388,9664
3311,1,node_11395,11776
3312,1,node_11396,12340
3313,1,node_11417,19540
3314,1,node_11420,14370
3315,1,node_11421,18758
3316,1,node_11423,40592
3317,1,node_11441,17760
3318,1,node_11442,2526
3319,1,node_11448,17972
3320,1,node_11453,7184
3321,1,node_11457,6927
3322,1,node_11463,12202
3323,1,node_11464,5401
3324,1,node_11466,4489
3325,1,node_11467,7166
3326,1,node_11469,32416
3327,1,node_11470,16855
3328,1,node_11478,24743
3329,1,node_11481,10869
3330,1,node_11487,9451
3331,1,node_11489,11501
3332,1,node_11506,3311
3333,1,node_11508,36504
3334,1,node_11512,38340
3335,1,node_11518,9287
3336,1,node_11521,15
3337,1,node_11525,59719
3338,1,node_11531,52
3339,1,node_11534,76509
3340,1,node_11536,770
3341,1,node_11540,1939
3342,1,node_11541,37
3343,1,node_11542,49
3344,1,node_11544,1213
3345,1,node_11547,1170
3346,1,node_11553,1107
3347,1,node_11558,40282
3348,1,node_11560,8913
3349,1,node_11561,2745
3350,1,node_11563,381
3351,1,node_11570,1029
3352,1,node_11575,5529
3353,1,node_11576,7795
3354,1,node_11577,7733
3355,1,node_11579,3708
3356,1,node_11583,7418
3357,1,node_11586,190
3358,1,node_11595,9750
3359,1,node_11602,7682
3360,1,node_11607,20889
3361,1,node_11609,6061
3362,1,node_11610,13757
3363,1,node_11612,8031
3364,1,node_11613,10827
3365,1,node_11615,1330
3366,1,node_11618,1431
3367,1,node_11620,5723
3368,1,node_11622,4572
3369,1,node_11624,7301
3370,1,node_11628,1676
3371,1,node_11629,28180
3372,1,node_11630,6736
3373,1,node_11632,20664
3374,1,node_11633,2999
3375,1,node_11636,14686
3376,1,node_11640,21056
3377,1,node_11641,11475
3378,1,node_11642,3577
3379,1,node_11645,11564
3380,1,node_11646,928
3381,1,node_11648,201
3382,1,node_11650,43519
3383,1,node_11651,9343
3384,1,node_11654,10056
3385,1,node_11656,10817
3386,1,node_11659,19626
3387,1,node_11667,16621
3388,1,node_11668,14369
3389,1,node_11670,237
3390,1,node_11674,22594
3391,1,node_11676,26116
3392,1,node_11683,14136
3393,1,node_11684,226
3394,1,node_11686,28282
3395,1,node_11687,10300
3396,1,node_11689,26945
3397,1,node_11693,32327
3398,1,node_11694,21856
3399,1,node_11696,19069
3400,1,node_11697,65
3401,1,node_11698,9609
3402,1,node_11704,1997
3403,1,node_11708,2573
3404,1,node_11711,3545
3405,1,node_11715,600
3406,1,node_11716,20388
3407,1,node_11717,56609
3408,1,node_11721,4532
3409,1,node_11730,9463
3410,1,node_11732,4302
3411,1,node_11733,3236
3412,1,node_11736,79991
3413,1,node_11739,8181
3414,1,node_11740,1415
3415,1,node_11742,5837
3416,1,node_11744,31531
3417,1,node_11752,90020
3418,1,node_11753,50571
3419,1,node_11755,38
3420,1,node_11757,42894
3421,1,node_11759,1272
3422,1,node_11764,281
3423,1,node_11765,5862
3424,1,node_11770,148
3425,1,node_11771,8826
3426,1,node_11774,7781
3427,1,node_11788,24330
3428,1,node_11794,216
3429,1,node_11797,8632
3430,1,node_11800,1734
3431,1,node_11802,19446
3432,1,node_11803,11243
3433,1,node_11804,16094
3434,1,node_11805,0
3435,1,node_11806,17500
3436,1,node_11819,40814
3437,1,node_11824,39810
3438,1,node_11825,25193
3439,1,node_11829,29147
3440,1,node_11831,18047
3441,1,node_11834,26835
3442,1,node_11836,34097
3443,1,node_11839,26536
3444,1,node_11840,38033
3445,1,node_11842,36062
3446,1,node_11844,27195
3447,1,node_11849,65800
3448,1,node_11854,35482
3449,1,node_11859,51728
3450,1,node_11862,14789
3451,1,node_11864,18509
3452,1,node_11865,24423
3453,1,node_11871,29835
3454,1,node_11880,43127
3455,1,node_11886,28726
3456,1,node_11905,1626
3457,1,node_11906,4428
3458,1,node_11908,4882
3459,1,node_11912,5028
3460,1,node_11918,6302
3461,1,node_11920,86058
3462,1,node_11922,5
3463,1,node_11923,1152
3464,1,node_11925,21231
3465,1,node_11930,12800
3466,1,node_11935,4188
3467,1,node_11936,5747
3468,1,node_11941,10178
3469,1,node_11943,8067
3470,1,node_11946,5893
3471,1,node_11947,5422
3472,1,node_11948,12060
3473,1,node_11952,4070
3474,1,node_11955,25760
3475,1,node_11956,4198
3476,1,node_11960,8279
3477,1,node_11964,2223
3478,1,node_11967,3273
3479,1,node_11969,15656
3480,1,node_11971,15488
3481,1,node_11972,14678
3482,1,node_11976,5157
3483,1,node_11978,3756
3484,1,node_11980,8830
3485,1,node_11981,13399
3486,1,node_11985,13096
3487,1,node_11995,7567
3488,1,node_12000,647
3489,1,node_12004,22777
3490,1,node_12008,98578
3491,1,node_12009,170956
3492,1,node_12014,49322
3493,1,node_12016,63677
3494,1,node_12033,58819
3495,1,node_12035,11729
3496,1,node_12039,2937
3497,1,node_12042,19383
3498,1,node_12049,5081
3499,1,node_12051,65
3500,1,node_12053,15938
3501,1,node_12054,2367
3502,1,node_12056,10915
3503,1,node_12057,7285
3504,1,node_12059,89047
3505,1,node_12061,2788
3506,1,node_12062,6605
3507,1,node_12064,10146
3508,1,node_12067,34510
3509,1,node_12069,7376
3510,1,node_12071,7021
3511,1,node_12072,10947
3512,1,node_12075,10
3513,1,node_12076,7841
3514,1,node_12079,4110
3515,1,node_12081,12991
3516,1,node_12083,8722
3517,1,node_12085,1958
3518,1,node_12087,3597
3519,1,node_12089,76330
3520,1,node_12102,13692
3521,1,node_12110,1167
3522,1,node_12113,29311
3523,1,node_12114,56383
3524,1,node_12116,1594
3525,1,node_12119,3781
3526,1,node_12123,836
3527,1,node_12127,4074
